pattern_id,route_short_name,direction_label,traffic_delay_seconds,traffic_jam_factor,matched_flow_segments,observation_count,first_observed_at,last_observed_at
8741598723786543,68,Hauptbahnhof Süd -> Hauptbahnhof Nord,78.47072100534399,1.4898883942740664,31.63157894736842,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
87a785f1fb8d62bf,155,Emdenstraße -> Max-Weber-Platz,76.9867021054946,1.2141127975550445,3.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
8af0839efd4c181d,63,Rotkreuzplatz -> Forstenrieder Allee,2.1592209277236374,0.5973684210526315,1.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
8fc27b1d36c83106,68,Hauptbahnhof Nord -> Hauptbahnhof Nord,58.75186167741433,1.3290093105934746,5.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
9138a72e9298cc9a,160,Otto-Warburg-Straße -> Maria-Eich-Straße,134.7549484754032,0.5236842105263158,1.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
9d65ea0478f399c2,62,Rotkreuzplatz -> Sendlinger Tor,206.2659758697791,6.1499999999999995,1.0,2,2026-09-16 14:46:00.678839+00:00,2026-09-17 20:08:32.815249+00:00
9db3cf8abb97941b,N43,Ostbahnhof -> Rotkreuzplatz,64.5625764064409,1.2398396804874787,34.10526315789474,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
a3c1af24f95f61bc,140,Kieferngarten -> Scheidplatz,82.68861371700493,1.4002510110122757,7.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
a4128c422b164d35,132,Forstenrieder Park -> Marienplatz,104.32474017926488,2.394007087218003,4.315789473684211,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
a49b8e9ad01e9e5c,62,Ostbahnhof -> Sendlinger Tor,34.916980661681364,1.2936039764294405,1.0263157894736843,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
aa50aef556b6105c,191,Zamilapark -> Ostbahnhof Friedenstraße,66.38799413195461,1.1271565779202073,2.0526315789473686,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
adb4fc528d498c92,53,Münchner Freiheit -> Aidenbachstraße,57.753399517250585,1.3312319472247187,7.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
aeb31e3260b922f8,56,Fürstenried West -> Schloss Blutenburg,87.96824757521514,1.1466848094609723,3.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
b087ee92c8a76f5c,168,Wastl-Witt-Straße -> Nymphenburg Süd,193.938528261172,1.3361550929622288,2.0789473684210527,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
b3577c7fb5659b68,56,Schloss Blutenburg -> Fürstenried West,663.8814123360202,8.71163772502281,1.3333333333333333,3,2026-09-16 09:48:18.028731+00:00,2026-09-17 05:58:25.929323+00:00
bbf40f7b59686572,132,Marienplatz -> Forstenrieder Park,106.91485792159249,1.7351286897234939,8.026315789473685,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
c03807169d9d8536,166,Forst-Kasten-Allee -> Fürstenried West,173.97258278910786,1.7582943530919102,2.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
c421bc37910b5f52,186,Hofbräuallee -> Messestadt Ost,12.282566334559103,0.6258969992156855,3.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
c5af98ab97cd1219,N78,Blumenau -> Blutenburg,105.58542266559864,1.462095183566154,10.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
c5eb7bd1dc05bf2e,154,Westerlandanger -> Nordbad,109.3255777987802,6.6,1.0,1,2026-09-17 11:26:15.640776+00:00,2026-09-17 11:26:15.640776+00:00
d054b0e84e69f9d7,177,Studentenstadt -> Petuelring,19.23807472494668,0.491324391960412,1.0789473684210527,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
d06c1da715ae5fc3,N81,Pasing -> Pasing,81.68086479591265,1.1256311743585738,8.078947368421053,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
d21a19d5f0071273,N78,Blutenburg -> Blumenau,200.0391249973807,1.868636663525928,7.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
d36d37bb0a73dfb5,N74,Messestadt Ost -> Ostbahnhof,34.73582309077474,1.3194660465120804,4.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
d3c1a2cce0836dd4,130,Pasing -> Am Harras,92.0919048612879,1.6057463176385036,4.026315789473684,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
d7bb6104b587ba4c,177,Petuelring -> Studentenstadt,130.865706813615,1.7006823864504832,4.0,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
deadc71737de7fde,130,Am Harras -> Pasing,98.85997542425105,1.500146920052508,13.026315789473685,38,2026-09-12 20:17:42.314278+00:00,2026-09-18 04:17:21.334739+00:00
